f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11006701308590713,-0.12606130229448237,-0.18361787473573696,-0.3267130864076502,-0.18935231154327892,-0.5049474943056913,-0.16356080824405764,-0.6510811376639363,-0.22576240394494734,-0.3295603702003972,-0.21350650153099537,-0.6381676519772459,-0.1649121332398334,-0.8251551663521716,-0.11580654141747684,-0.9646703462564268,-0.1638853713265733,-0.2872076925851704,-0.14375667831043556,-0.6361728101225711,-0.08695235697002887,-0.8520625763836476,-0.03654480204586065,-1.0,-0.06422603743253946,-0.2441337444983494,-0.05637136920401185,-0.576490483251216,-0.013308553432437979,-0.7796999383666702,0.02275721386972568,-0.9283139305995934,0.05817583983825868,-0.20674366316686235,0.05013925749701024,-0.4449237764334237,0.05439223340650745,-0.6018352268912552,0.06095166970058214,-0.7282758908743148,0.10954526008847758,0.029968798812502667,0.03212946206821622,0.070330298556685,0.0,0.0,-0.09490495920181274,-0.07358041405677795,-0.034721195697784424,0.06465893983840942,0.009817779064178467,0.10719454288482666,0.05434221029281616,-0.097636878490448,0.0,0.0,-0.32724565267562866,0.05672156810760498,0.08920449018478394,0.32518458366394043,-0.35924267768859863,0.43595874309539795,0.0743359923362732,0.39133763313293457,0.17278608041447402,0.25171297512524893,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1234347626985515,-0.11152303768498029,-0.20770632018737864,-0.3115998653494092,-0.21504487847582002,-0.489988445523626,-0.18810879605995387,-0.6388204123017265,-0.2564021200391821,-0.31414144579555553,-0.25674440750201927,-0.6023897447198672,-0.2207346746500045,-0.7854498512474892,-0.1815961351641231,-0.927917454739913,-0.18393604299114358,-0.2802905703139926,-0.16563791728288857,-0.6190378952454796,-0.12310955928214656,-0.8409240750606282,-0.0846970412251182,-1.0,-0.06874842680193727,-0.24175138769968874,-0.06407103728466773,-0.573600194899654,-0.03642237828122362,-0.7911197328823415,-0.011832875568499445,-0.9536163084913776,0.06969219400602693,-0.20439272280275406,0.05998198593447207,-0.44785716524114283,0.05884382452157088,-0.617835946653296,0.061504588936614146,-0.7559961464860947,0.08525108033680527,0.03560444054489737,0.025464427822963483,0.062143333942080124,0.0,0.0,-0.1036083996295929,-0.0695568323135376,-0.03929179906845093,0.07095342874526978,0.010915756225585938,0.11584365367889404,0.044914841651916504,-0.09822595119476318,0.0,0.0,-0.32846003770828247,0.07458585500717163,0.138369619846344,0.31934016942977905,-0.34591203927993774,0.45324617624282837,0.0660550594329834,0.3063156008720398,0.21207884442768404,0.2729033461764836,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08302366733551025,-0.08559316396713257,-0.04319041967391968,0.05926245450973511,-0.0046839118003845215,0.10942298173904419,0.06789743900299072,-0.08758217096328735,0.0,0.0,-0.35094761848449707,0.009562969207763672,0.04405486583709717,0.2085249423980713,-0.42661988735198975,0.2728615999221802,-0.0024648308753967285,0.22660470008850098,0.0,0.0,0
0.0,0.0,0.10480402560651551,-0.12311164889395038,0.18001475308002898,-0.3217653224971529,0.2127111588501225,-0.4962923180453463,0.20504300824792077,-0.640050082824309,0.2549058304862477,-0.2841141249956862,0.2217126945508507,-0.5813168633744004,0.19330848604065293,-0.7798057511129517,0.1570010266763295,-0.9431141508782828,0.1863667736480657,-0.25832082341167134,0.1604380198088139,-0.5882167322359112,0.12263476205266245,-0.8173035942299065,0.08722844842461262,-1.0,0.0878996704282707,-0.23188390792697658,0.06468815784932878,-0.5508198312454705,0.031024390033474826,-0.7694343789902336,0.010164742726990372,-0.9430895624115678,-0.03437489215584774,-0.21021025295924353,-0.03795618076405425,-0.45031231666494115,-0.03915670186699796,-0.6183011526382993,-0.04003735721434241,-0.7602689201780722,0.08479635567792972,0.02487762503759354,0.02647392714033424,0.052391945269893186,0.0,0.0,-0.1574254767768169,-0.12996928870053262,-0.2093562976060936,-0.3414541692915641,-0.15615657751560622,-0.5389433952809117,-0.0780761411144837,-0.6813115657751561,-0.116277346658267,-0.3446262384743142,0.015919764045587308,-0.6860583944218545,0.10037422684840502,-0.8548842778191398,0.16856906105034075,-0.9687371141400836,0.024442149647786494,-0.29329237300269173,0.15726905675505412,-0.673230520875093,0.231952279365443,-0.8729246606723555,0.2792365843880648,-1.0,0.15089520932363554,-0.25392911345283775,0.2490573635530611,-0.6057921940324151,0.29660779737701165,-0.7980998725731631,0.3264897485825554,-0.9284045515720749,0.2481288657579749,-0.22377047419964494,0.3034999427295115,-0.5041959581352728,0.33418439665540345,-0.6695047176564916,0.3557141629918103,-0.7881646956073536,0.12613783897586456,0.03829936699886356,0.02856944490624365,0.04770912547329629,0.0,0.0,-0.10227632522583008,-0.08620542287826538,-0.05147641897201538,0.06617027521133423,-0.017014145851135254,0.10950982570648193,0.050165534019470215,-0.09526357054710388,0.0,0.0,-0.35401779413223267,0.014772355556488037,0.10390430688858032,0.30580538511276245,-0.32373374700546265,0.3482690453529358,0.05488520860671997,0.2310504913330078,0.1093081995491721,0.202052757915885,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07535585761070251,-0.10799694061279297,-0.0662815272808075,0.05204629898071289,-0.043824851512908936,0.10521113872528076,0.06996172666549683,-0.07845008373260498,0.0,0.0,-0.24025782942771912,0.0033043622970581055,-0.019348621368408203,0.35383141040802,-0.24214833974838257,0.3372894525527954,-0.01648736000061035,0.6044237613677979,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10868492722511292,-0.07240504026412964,-0.04491978883743286,0.07349264621734619,-0.005379915237426758,0.11514061689376831,0.03901952505111694,-0.0975668728351593,0.0,0.0,-0.3637729287147522,0.049175143241882324,0.11385148763656616,0.2812977433204651,-0.3650917410850525,0.4421204924583435,0.14821535348892212,0.49777108430862427,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07225573062896729,-0.09720289707183838,-0.04857558012008667,0.05812305212020874,-0.020937740802764893,0.11239355802536011,0.08078747987747192,-0.07689410448074341,0.0,0.0,-0.26219746470451355,-0.008444011211395264,0.07989627122879028,0.3249409794807434,-0.34590065479278564,0.38895660638809204,0.04453444480895996,0.5307256579399109,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08645570278167725,-0.08302444219589233,-0.04342526197433472,0.06728661060333252,-0.004993855953216553,0.11977821588516235,0.0718265175819397,-0.08248627185821533,0.0,0.0,-0.34202349185943604,0.01687866449356079,0.06714463233947754,0.20952320098876953,-0.4194042384624481,0.3752862811088562,0.08456981182098389,0.4923422932624817,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06237104535102844,-0.10274577140808105,-0.055246204137802124,0.05001211166381836,-0.03329610824584961,0.10657280683517456,0.0864366888999939,-0.06762152910232544,0.0,0.0,-0.3540765941143036,-0.010430395603179932,0.12791019678115845,0.2716939449310303,-0.4270875155925751,0.4192239046096802,0.08874732255935669,0.41292262077331543,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.056066036224365234,-0.09754931926727295,-0.041010379791259766,0.061787962913513184,-0.01101142168045044,0.1192941665649414,0.10649025440216064,-0.07384371757507324,0.0,0.0,-0.36231642961502075,-0.09265625476837158,-0.01780223846435547,0.37825173139572144,-0.5137057602405548,0.26521557569503784,-0.16619718074798584,0.47822099924087524,0.0,0.0,0
