f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1100670130859071,-0.1260613022944823,-0.1836178747357369,-0.3267130864076502,-0.1893523115432789,-0.5049474943056913,-0.1635608082440576,-0.6510811376639363,-0.2257624039449473,-0.3295603702003972,-0.2135065015309953,-0.6381676519772459,-0.1649121332398334,-0.8251551663521716,-0.1158065414174768,-0.9646703462564268,-0.1638853713265733,-0.2872076925851704,-0.1437566783104355,-0.6361728101225711,-0.0869523569700288,-0.8520625763836476,-0.0365448020458606,-1.0,-0.0642260374325394,-0.2441337444983494,-0.0563713692040118,-0.576490483251216,-0.0133085534324379,-0.7796999383666702,0.0227572138697256,-0.9283139305995934,0.0581758398382586,-0.2067436631668623,0.0501392574970102,-0.4449237764334237,0.0543922334065074,-0.6018352268912552,0.0609516697005821,-0.7282758908743148,0.1095452600884775,0.0299687988125026,0.0321294620682162,0.070330298556685,0.0,0.0,-0.0949049592018127,-0.0735804140567779,-0.0347211956977844,0.0646589398384094,0.0098177790641784,0.1071945428848266,0.0543422102928161,-0.097636878490448,0.0,0.0,-0.3272456526756286,0.0567215681076049,0.0892044901847839,0.3251845836639404,-0.3592426776885986,0.4359587430953979,0.0743359923362732,0.3913376331329345,0.172786080414474,0.2517129751252489,0.1713247066901639,0.172786080414474,0.1090181474248931,0.1932709641996887,0.0,0.0,0.0,0.0,0.0756255984306335,0.2940531446169251,0.123113069774736,0.1608818616461045,0.0,0.0,0.0,Berdoa
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1234347626985515,-0.1115230376849802,-0.2077063201873786,-0.3115998653494092,-0.21504487847582,-0.489988445523626,-0.1881087960599538,-0.6388204123017265,-0.2564021200391821,-0.3141414457955555,-0.2567444075020192,-0.6023897447198672,-0.2207346746500045,-0.7854498512474892,-0.1815961351641231,-0.927917454739913,-0.1839360429911435,-0.2802905703139926,-0.1656379172828885,-0.6190378952454796,-0.1231095592821465,-0.8409240750606282,-0.0846970412251182,-1.0,-0.0687484268019372,-0.2417513876996887,-0.0640710372846677,-0.573600194899654,-0.0364223782812236,-0.7911197328823415,-0.0118328755684994,-0.9536163084913776,0.0696921940060269,-0.204392722802754,0.059981985934472,-0.4478571652411428,0.0588438245215708,-0.617835946653296,0.0615045889366141,-0.7559961464860947,0.0852510803368052,0.0356044405448973,0.0254644278229634,0.0621433339420801,0.0,0.0,-0.1036083996295929,-0.0695568323135376,-0.0392917990684509,0.0709534287452697,0.0109157562255859,0.115843653678894,0.0449148416519165,-0.0982259511947631,0.0,0.0,-0.3284600377082824,0.0745858550071716,0.138369619846344,0.319340169429779,-0.3459120392799377,0.4532461762428283,0.0660550594329834,0.3063156008720398,0.212078844427684,0.2729033461764836,0.1813179377440682,0.212078844427684,0.0741919698270422,0.2012635988369439,0.0,0.0,0.0,0.0,0.1265856027603149,0.3441122281311696,0.1645477366164255,0.1857779018747875,0.0,0.0,0.0,Berdoa
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0830236673355102,-0.0855931639671325,-0.0431904196739196,0.0592624545097351,-0.0046839118003845,0.1094229817390441,0.0678974390029907,-0.0875821709632873,0.0,0.0,-0.350947618484497,0.0095629692077636,0.0440548658370971,0.2085249423980713,-0.4266198873519897,0.2728615999221802,-0.0024648308753967,0.2266047000885009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Berdoa
0.0,0.0,0.1048040256065155,-0.1231116488939503,0.1800147530800289,-0.3217653224971529,0.2127111588501225,-0.4962923180453463,0.2050430082479207,-0.640050082824309,0.2549058304862477,-0.2841141249956862,0.2217126945508507,-0.5813168633744004,0.1933084860406529,-0.7798057511129517,0.1570010266763295,-0.9431141508782828,0.1863667736480657,-0.2583208234116713,0.1604380198088139,-0.5882167322359112,0.1226347620526624,-0.8173035942299065,0.0872284484246126,-1.0,0.0878996704282707,-0.2318839079269765,0.0646881578493287,-0.5508198312454705,0.0310243900334748,-0.7694343789902336,0.0101647427269903,-0.9430895624115678,-0.0343748921558477,-0.2102102529592435,-0.0379561807640542,-0.4503123166649411,-0.0391567018669979,-0.6183011526382993,-0.0400373572143424,-0.7602689201780722,0.0847963556779297,0.0248776250375935,0.0264739271403342,0.0523919452698931,0.0,0.0,-0.1574254767768169,-0.1299692887005326,-0.2093562976060936,-0.3414541692915641,-0.1561565775156062,-0.5389433952809117,-0.0780761411144837,-0.6813115657751561,-0.116277346658267,-0.3446262384743142,0.0159197640455873,-0.6860583944218545,0.100374226848405,-0.8548842778191398,0.1685690610503407,-0.9687371141400836,0.0244421496477864,-0.2932923730026917,0.1572690567550541,-0.673230520875093,0.231952279365443,-0.8729246606723555,0.2792365843880648,-1.0,0.1508952093236355,-0.2539291134528377,0.2490573635530611,-0.6057921940324151,0.2966077973770116,-0.7980998725731631,0.3264897485825554,-0.9284045515720748,0.2481288657579749,-0.2237704741996449,0.3034999427295115,-0.5041959581352728,0.3341843966554034,-0.6695047176564916,0.3557141629918103,-0.7881646956073536,0.1261378389758645,0.0382993669988635,0.0285694449062436,0.0477091254732962,0.0,0.0,-0.10227632522583,-0.0862054228782653,-0.0514764189720153,0.0661702752113342,-0.0170141458511352,0.1095098257064819,0.0501655340194702,-0.0952635705471038,0.0,0.0,-0.3540177941322326,0.014772355556488,0.1039043068885803,0.3058053851127624,-0.3237337470054626,0.3482690453529358,0.0548852086067199,0.2310504913330078,0.1093081995491721,0.202052757915885,0.0650873120883879,0.1093081995491721,0.3170429732724775,0.0789400203267964,0.1758398681713984,0.0792174715413426,0.2071593800318798,1.0,0.101828396320343,0.3055839764428102,0.2641279579765493,0.0642263796374153,0.3624046240765036,0.2168108959122935,0.1741612362565556,Berdoa
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0753558576107025,-0.1079969406127929,-0.0662815272808075,0.0520462989807128,-0.0438248515129089,0.1052111387252807,0.0699617266654968,-0.0784500837326049,0.0,0.0,-0.2402578294277191,0.0033043622970581,-0.0193486213684082,0.35383141040802,-0.2421483397483825,0.3372894525527954,-0.0164873600006103,0.6044237613677979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Berdoa
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1086849272251129,-0.0724050402641296,-0.0449197888374328,0.0734926462173461,-0.0053799152374267,0.1151406168937683,0.0390195250511169,-0.0975668728351593,0.0,0.0,-0.3637729287147522,0.0491751432418823,0.1138514876365661,0.2812977433204651,-0.3650917410850525,0.4421204924583435,0.1482153534889221,0.4977710843086242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Berdoa
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0722557306289672,-0.0972028970718383,-0.0485755801200866,0.0581230521202087,-0.0209377408027648,0.1123935580253601,0.0807874798774719,-0.0768941044807434,0.0,0.0,-0.2621974647045135,-0.0084440112113952,0.0798962712287902,0.3249409794807434,-0.3459006547927856,0.388956606388092,0.0445344448089599,0.5307256579399109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Berdoa
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0864557027816772,-0.0830244421958923,-0.0434252619743347,0.0672866106033325,-0.0049938559532165,0.1197782158851623,0.0718265175819397,-0.0824862718582153,0.0,0.0,-0.342023491859436,0.0168786644935607,0.0671446323394775,0.2095232009887695,-0.4194042384624481,0.3752862811088562,0.0845698118209838,0.4923422932624817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Berdoa
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0623710453510284,-0.102745771408081,-0.0552462041378021,0.0500121116638183,-0.0332961082458496,0.1065728068351745,0.0864366888999939,-0.0676215291023254,0.0,0.0,-0.3540765941143036,-0.0104303956031799,0.1279101967811584,0.2716939449310303,-0.4270875155925751,0.4192239046096802,0.0887473225593566,0.4129226207733154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Berdoa
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0560660362243652,-0.0975493192672729,-0.0410103797912597,0.0617879629135131,-0.0110114216804504,0.1192941665649414,0.1064902544021606,-0.0738437175750732,0.0,0.0,-0.3623164296150207,-0.0926562547683715,-0.0178022384643554,0.3782517313957214,-0.5137057602405548,0.2652155756950378,-0.1661971807479858,0.4782209992408752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Berdoa
